ilkid,firstname,lastname,leag,gp,minutes,pts,oreb,dreb,reb,asts,stl,blk,turnover,pf,fga,fgm,fta,ftm,tpa,tpm
BIEDEED01,Ed,Biedenbach,N,7,18,4,0,0,2,3,0,0,0,1,6,0,6,4,0,0
BIEDRAN01,Andris,Biedrins,N,30,384,109,47,71,118,12,12,24,12,87,78,45,40,19,1,0
BIELKDO01,Don,Bielke,N,7,38,14,0,0,9,1,0,0,0,9,9,5,7,4,0,0
BIGELBO01,Bob,Bigelow,N,94,762,234,35,76,111,42,19,4,18,75,220,91,71,52,0,0
BILLILI01,Lionel,Billingy,A,46,1022,393,0,280,280,49,40,10,122,112,351,150,143,93,2,0
BILLUCH01,Chauncey,Billups,N,529,16104,7202,250,1274,1524,2433,520,80,1048,1168,5534,2263,2091,1836,2212,840
BINGDA01,Dave,Bing,N,901,32769,18327,418,741,3420,5397,483,89,216,2615,15769,6962,5683,4403,0,0
BINIOJO01,Joe,Binion,N,11,51,14,8,10,18,1,2,2,3,5,10,4,10,6,0,0
BIRDJE01,Jerry,Bird,N,11,45,25,0,0,12,4,0,0,0,7,32,12,1,1,0,0
BIRDLA01,Larry,Bird,N,897,34443,21791,1757,7217,8974,5695,1556,755,2816,2279,17334,8591,4471,3960,1727,649
BIRDSOT01,Otis,Birdsong,N,696,21627,12544,920,1152,2072,2260,858,143,1491,1783,10562,5347,2748,1801,179,49
BISHOGA01,Gale,Bishop,N,56,0,467,0,0,0,92,0,0,0,137,523,170,195,127,0,0
BLABUW01,Uwe,Blab,N,235,1966,505,128,285,413,102,19,85,141,344,427,185,222,135,0,0
BLACKAL01,Alex,Blackwell,N,27,109,34,10,13,23,7,4,2,5,14,42,14,8,6,3,0
BLACKCH01,Charlie,Black,N,136,117,1245,0,0,31,312,0,0,0,551,1535,435,624,375,0,0
BLACKCO01,Cory,Blackwell,N,60,551,202,42,54,96,26,25,3,44,55,237,87,55,28,2,0
BLACKJA01,James,Blackwell,N,13,80,18,2,9,11,11,4,0,5,8,13,8,3,2,0,0
BLACKNA01,Nate,Blackwell,N,10,112,37,2,4,6,18,3,0,8,16,41,15,6,5,11,2
BLACKNO01,Norman,Black,N,3,28,8,0,2,2,2,1,0,1,2,10,3,8,2,0,0
BLACKRO01,Rolando,Blackman,N,980,32087,17623,1047,2231,3278,2981,715,274,1829,1634,13969,6887,4309,3620,667,229
BLACKTO01,Tom,Black,N,71,873,299,0,0,259,44,0,0,0,136,301,121,88,57,0,0
BLAKEST01,Steve,Blake,N,119,2039,635,36,152,188,278,70,7,167,147,593,218,108,88,295,111
BLANEGE01,George,Blaney,N,36,363,117,0,0,36,45,0,0,0,34,142,54,17,9,0,0
BLANKLA01,Lance,Blanks,N,142,1045,289,31,79,110,117,39,8,63,122,266,116,57,38,75,19
BLANTRI01,Ricky,Blanton,N,2,13,6,2,1,3,1,2,0,1,1,7,3,0,0,0,0
BLAYLMO01,Mookie,Blaylock,N,889,31026,11962,1016,2643,3659,5972,2073,300,2067,1687,11499,4705,1724,1269,3816,1283
BLEVILE01,Leon,Blevins,N,3,0,2,0,0,2,1,0,0,0,3,4,1,1,0,0,0
BLOCKJO01,John,Block,N,597,14316,7106,198,425,3965,805,111,67,0,1733,5987,2592,2470,1922,0,0
BLOOMMI01,Mike,Bloom,N,93,0,634,0,0,0,70,0,0,0,169,821,209,303,216,0,0
BLOUNCO01,Corie,Blount,N,644,9925,2287,975,1715,2690,460,328,264,519,1375,2038,959,624,366,26,3
BLOUNMA01,Mark,Blount,N,353,7447,2357,569,1041,1610,302,210,333,496,911,1845,952,627,453,1,0
BLUMERA01,Ray,Blume,N,49,546,226,14,27,41,68,23,2,54,57,222,102,28,18,18,4
BOBBITO01,Tony,Bobbitt,N,2,12,5,0,3,3,0,0,0,0,1,5,2,0,0,2,1
BOBBNE01,Nelson,Bobb,N,227,2468,1052,0,0,405,488,0,0,0,523,1030,361,539,330,0,0
BOCKHAR01,Arlen,Bockhorn,N,474,14791,5430,0,0,2234,1645,0,0,0,1565,5574,2245,1256,940,0,0
BOERWTO01,Tom,Boerwinkle,N,635,14387,4596,536,1220,5745,2007,110,138,26,1811,4109,1863,1288,870,0,0
BOGANKE01,Keith,Bogans,N,147,3578,1212,182,361,543,233,114,18,197,296,1142,445,286,198,360,124
BOGUEMU01,Muggsy,Bogues,N,889,25424,6858,534,1784,2318,6726,1369,39,1433,1582,6210,2845,1284,1062,381,106
BOHANET01,Etdrick,Bohannon,N,26,152,37,18,26,44,6,2,10,14,32,21,9,28,19,0,0
BOLGEBI01,Bill,Bolger,N,20,202,56,0,0,36,11,0,0,0,27,59,24,13,8,0,0
BOLMA01,Manute,Bol,N,624,11698,1599,596,2051,2647,171,126,2086,451,1457,1635,665,403,226,205,43
BOLSTDO01,Doug,Bolstorff,N,3,21,4,0,0,0,0,0,0,0,1,5,2,0,0,0,0
BONDPH01,Phil,Bond,N,7,21,4,1,3,4,2,1,0,2,1,6,2,0,0,0,0
BONDWA01,Walter,Bond,N,153,2427,873,80,209,289,177,97,34,146,360,805,329,227,174,137,41
BONEYDE01,Dexter,Boney,N,8,48,19,3,3,6,0,2,1,1,3,19,6,8,6,6,1
BONHARO01,Ron,Bonham,A,42,426,245,0,0,57,14,0,0,32,36,210,80,105,85,2,0
BONHARO01,Ron,Bonham,N,76,681,478,0,0,113,30,0,0,0,62,427,167,173,144,0,0
BONNEAN01,Anthony,Bonner,N,318,7372,2199,708,1018,1726,442,346,84,450,784,1881,881,737,435,16,2
BONNEMA01,Matt,Bonner,N,82,1553,589,108,177,285,48,39,19,40,220,463,247,71,56,92,39
BONSAGE01,George,Bonsalle,N,3,9,4,0,0,2,0,0,0,0,0,8,2,0,0,0,0
BOOKEBU01,Butch,Booker,A,12,221,70,0,0,91,6,0,0,0,23,61,30,18,10,1,0
BOOKEME01,Melvin,Booker,N,32,561,166,8,30,38,74,8,3,39,46,155,62,31,27,56,15
BOONERO01,Ron,Boone,A,662,21596,12153,0,1160,3302,2569,403,71,1773,2245,10101,4695,3179,2640,415,123
BOONERO01,Ron,Boone,N,379,10795,5284,367,679,1046,1273,420,52,758,1020,4703,2134,1155,986,89,30
BOOTHCA01,Calvin,Booth,N,250,3587,1035,259,569,828,113,81,300,158,518,897,407,289,221,5,0
BOOTHKE01,Keith,Booth,N,45,449,130,27,70,97,39,22,11,42,63,157,51,48,27,11,1
BOOZEBO01,Bob,Boozer,N,874,25549,12964,0,0,7119,1237,0,0,0,2489,10738,4961,3998,3042,0,0
BOOZECA01,Carlos,Boozer,N,207,6413,2881,573,1350,1923,398,174,129,374,602,2211,1163,745,554,8,1
BORCHCU01,Curtis,Borchardt,N,83,1117,258,99,179,278,64,14,46,70,200,228,96,89,66,1,0
BORNHJA01,Jake,Bornheimer,N,75,0,342,0,0,0,53,0,0,0,158,414,122,146,98,0,0
BORRELA01,Lazaro,Borrell,N,17,167,62,14,26,40,10,6,3,6,9,63,28,11,6,3,0
BORSACO01,Costic,Borsavage,N,24,0,64,0,0,24,4,0,0,0,34,74,26,18,12,0,0
BORYLVI01,Vince,Boryla,N,285,5162,3187,0,0,831,610,0,0,0,922,3200,1187,996,813,0,0
BOSHCH01,Chris,Bosh,N,156,5527,2222,385,890,1275,231,135,219,294,441,1717,800,830,614,24,8
BOSTIJI01,Jim,Bostic,N,4,48,26,8,8,16,3,0,0,3,5,22,12,5,2,0,0
BOSTOLA01,Lawrence,Boston,N,13,125,56,19,20,39,2,4,2,8,25,52,24,13,8,0,0
BOSWETO01,Tom,Boswell,N,366,7046,2821,676,1033,1709,591,142,111,474,1102,2058,1096,860,623,11,6
BOUMTRU01,Ruben,Boumtje-Boumtje,N,44,275,43,12,45,57,6,4,17,14,40,38,14,27,15,0,0
BOVENDO01,Don,Boven,N,195,3355,1763,0,0,553,393,0,0,0,753,1653,561,908,641,0,0
BOWDLCA01,Cal,Bowdler,N,142,1380,424,70,202,272,29,42,45,43,155,403,163,125,96,11,2
BOWENBR01,Bruce,Bowen,N,548,14879,3464,337,1169,1506,715,481,246,443,1264,3143,1271,761,429,1292,493
BOWENRY01,Ryan,Bowen,N,364,4965,1066,321,525,846,192,257,116,135,551,929,435,263,185,45,11
BOWENTO01,Tom,Bowens,A,211,3590,1132,0,0,1007,134,0,0,194,542,1157,473,280,185,5,1
BOWIEAN01,Anthony,Bowie,N,461,8350,2945,299,722,1021,840,288,106,479,711,2629,1247,467,384,212,67
BOWIESA01,Sam,Bowie,N,511,14098,5564,1192,2653,3845,1075,263,909,978,1553,4702,2127,1708,1278,106,32
BOWLIOR01,Orbie,Bowling,A,11,90,21,0,0,29,1,0,0,6,16,28,9,12,3,0,0
BOWMAIR01,Ira,Bowman,N,17,68,15,1,4,5,9,3,0,2,3,11,7,2,1,1,0
BOWMANA01,Nate,Bowman,A,18,217,43,0,0,87,13,0,0,17,48,53,19,9,5,1,0
BOWMANA01,Nate,Bowman,N,243,2171,702,0,0,791,162,0,0,0,509,764,298,201,106,0,0
BOYCEDO01,Donnie,Boyce,N,30,195,79,12,13,25,16,13,5,22,19,86,30,26,13,24,6
BOYDDE01,Dennis,Boyd,N,5,40,6,0,2,2,7,0,0,6,5,12,3,0,0,0,0
BOYDFR01,Fred,Boyd,N,327,7723,2784,57,266,533,986,184,29,20,651,2817,1165,681,454,0,0
BOYDKE01,Ken,Boyd,N,6,25,19,3,2,5,2,3,0,0,2,13,7,11,5,0,0
BOYKIEA01,Earl,Boykins,N,358,6725,3002,148,334,482,1146,210,22,384,377,2587,1081,769,675,502,165
BOYKOHA01,Harry,Boykoff,N,109,0,1105,0,0,220,209,0,0,0,426,1034,414,362,277,0,0
BOYNEWI01,Winford,Boynes,N,177,3035,1478,135,228,363,207,125,42,284,328,1375,598,360,282,4,0
BRACEST01,Steve,Bracey,N,187,2853,1141,36,148,291,408,74,6,0,323,1045,487,244,167,0,0
BRADDGA01,Gary,Bradds,A,210,4861,2962,0,0,1306,207,0,0,256,597,2216,1060,1047,841,18,1
BRADDGA01,Gary,Bradds,N,44,350,144,0,0,92,20,0,0,0,37,117,48,67,48,0,0
BRADLAL01,Alonzo,Bradley,N,99,1139,440,39,112,151,74,24,7,80,125,440,184,101,71,1,1
BRADLAL02,Alex,Bradley,N,39,331,137,31,34,65,11,12,5,28,37,103,54,48,29,1,0
BRADLBI01,Bill,Bradley,N,742,22799,9217,198,643,2354,2533,209,65,0,2363,8763,3927,1623,1363,0,0
BRADLBI02,Bill,Bradley,A,58,521,218,0,0,47,54,0,0,50,40,258,82,56,51,18,3
BRADLCH01,Charles,Bradley,N,110,910,347,42,77,119,55,46,34,87,151,305,127,159,93,4,0
BRADLDU01,Dudley,Bradley,N,600,10192,3131,317,781,1098,1147,940,182,682,1220,2780,1222,803,586,346,101
BRADLJI01,Jim,Bradley,A,98,1913,687,0,528,528,128,69,62,133,244,674,289,150,109,6,0
BRADLJO01,Joe,Bradley,N,46,0,87,0,0,0,36,0,0,0,51,134,36,38,15,0,0
BRADLMI01,Michael,Bradley,N,127,1648,416,178,306,484,76,20,40,94,161,378,186,85,43,9,1
BRADLSH01,Shawn,Bradley,N,832,19532,6752,1721,3547,5268,573,532,2119,1059,2567,5935,2713,1847,1322,39,4
BRADTMA01,Mark,Bradtke,N,36,251,59,26,42,68,7,5,5,9,34,58,25,13,9,0,0
BRAGGMA01,Marques,Bragg,N,53,369,131,38,41,79,8,17,8,26,71,120,54,41,23,0,0
BRAGGTO01,Torraye,Braggs,N,22,178,46,25,26,51,7,4,2,15,33,40,19,12,8,0,0
BRAMLAJ01,A.j.,Bramlett,N,8,61,8,12,10,22,0,1,0,3,13,21,4,0,0,0,0
BRANCAD01,Adrian,Branch,N,130,1429,834,114,139,253,96,83,17,125,193,727,331,219,163,39,9
BRANDEL01,Elton,Brand,N,447,17059,8717,1579,3089,4668,1178,414,894,1157,1429,6663,3304,2904,2109,9,0
BRANDTE01,Terrell,Brandon,N,724,21546,9994,421,1753,2174,4407,1142,226,1419,1325,8710,3908,2043,1784,1110,394
BRANNBO01,Bob,Brannum,N,338,6576,2455,0,0,1944,699,0,0,0,1313,2581,887,1044,681,0,0
BRANSBR01,Brad,Branson,N,72,856,391,87,119,206,52,32,30,58,98,360,152,120,87,1,0
BRANSJE01,Jesse,Branson,A,78,1892,1086,0,0,541,67,0,0,115,248,877,376,473,332,9,2
BRANSJE01,Jesse,Branson,N,5,14,5,0,0,9,1,0,0,0,4,6,1,4,3,0,0
BRASCJI01,Jim,Brasco,N,30,359,110,0,0,39,33,0,0,0,48,142,36,48,38,0,0
BRATZMI01,Mike,Bratz,N,586,10613,4081,310,720,1030,1851,548,59,854,1091,3880,1578,934,775,492,150
BRAUNCA01,Carl,Braun,N,788,18409,10625,0,0,2122,2892,0,0,0,2164,10211,3912,3484,2801,0,0
BREAUTI01,Tim,Breaux,N,102,940,299,38,58,96,41,24,13,47,68,293,108,96,61,74,22
BREMEJR01,J.R.,Bremer,N,100,1946,646,27,154,181,215,56,7,83,112,622,214,131,98,360,120
BRENNPE01,Pete,Brennan,N,16,136,40,0,0,31,6,0,0,0,15,43,13,25,14,0,0
BRENNTO01,Tom,Brennan,N,11,52,10,0,0,5,2,0,0,0,5,11,5,0,0,0,0
BREUERA01,Randy,Breuer,N,681,12499,4599,1061,1925,2986,616,305,750,681,1464,4060,1898,1278,803,4,0
BREWEJA01,Jamison,Brewer,N,54,468,89,15,35,50,56,19,2,32,34,94,35,28,11,32,8
BREWEJI01,Jim,Brewer,N,703,15936,4099,1660,2798,4458,1038,556,510,332,1536,3983,1785,925,528,13,1
BREWERO01,Ron,Brewer,N,501,12892,5971,335,636,971,920,480,249,706,835,5437,2497,1149,947,121,30
BREZEPR01,Primoz,Brezec,N,134,2620,1051,252,345,597,99,35,69,125,240,849,428,271,195,1,0
BRIANFR01,Frank,Brian,N,438,7616,5379,0,0,903,1138,0,0,0,1127,5192,1765,2251,1849,0,0
BRICKFR01,Frank,Brickowski,N,731,16278,7302,1008,2402,3410,1384,644,285,1372,2298,5538,2873,2028,1501,170,55
BRIDGBI01,Bill,Bridges,N,926,30878,11012,257,376,11054,2553,69,36,0,3375,9463,4181,3824,2650,0,0
BRIDGJU01,Junior,Bridgeman,N,849,21257,11517,910,2085,2995,2066,685,220,1169,1969,10099,4801,2216,1875,164,40
BRIGHAL01,Al,Brightman,N,58,0,567,0,0,0,60,0,0,0,115,870,223,193,121,0,0
BRINDAU01,Audley,Brindley,N,12,0,34,0,0,0,1,0,0,0,16,49,14,7,6,0,0
BRISKJO01,John,Brisker,A,205,7327,5349,0,0,1654,562,0,0,210,665,4561,2088,1203,1007,517,166
BRISKJO01,John,Brisker,N,126,2626,1498,74,105,498,225,35,9,0,272,1346,590,385,318,0,0
BRISTAL01,Allan,Bristow,A,47,882,328,0,174,174,121,24,2,63,81,271,125,92,78,1,0
BRISTAL01,Allan,Bristow,N,648,13277,5122,893,1720,2613,2098,490,40,800,1337,4296,1977,1444,1152,56,16
BRITTDA01,David,Britton,N,2,9,4,0,2,2,3,1,0,2,2,3,2,0,0,0,0
BRITTMI01,Mike,Brittain,N,38,248,63,12,41,53,7,4,12,22,57,52,26,21,11,0,0
BRITTTY01,Tyrone,Britt,N,11,84,28,0,0,15,12,0,0,0,10,34,13,3,2,0,0
BRITTWA01,Wayman,Britt,N,7,16,9,1,3,4,2,1,0,1,3,10,3,4,3,0,0
BROGAJI01,Jim,Brogan,N,121,1493,619,94,88,182,222,75,22,126,202,577,256,127,95,45,12
BROKAGA01,Gary,Brokaw,N,241,4724,1928,87,320,407,715,107,76,12,489,1640,731,654,466,0,0
BROOKCL01,Clarence,Brookins,A,8,59,21,0,0,12,1,0,0,0,5,26,8,12,5,1,0
BROOKKE01,Kevin,Brooks,N,126,1031,417,40,101,141,48,18,6,69,84,429,172,71,61,60,12
BROOKMI01,Michael,Brooks,N,319,9372,4086,826,1175,2001,818,387,124,638,981,3445,1673,1029,735,33,5
BROOKPR01,Price,Brookfield,N,61,0,476,0,0,0,137,0,0,0,152,661,187,138,102,0,0
BROOKSC01,Scott,Brooks,N,680,9237,3317,158,527,685,1608,480,30,451,828,2738,1233,664,564,771,287
BROWNBO01,Bob,Brown,N,82,0,832,0,0,0,115,0,0,0,336,875,313,299,206,0,0
BROWNCH01,Chucky,Brown,N,693,11948,4122,655,1492,2147,549,228,214,537,1174,3486,1711,971,678,97,22
BROWNDA01,Darrell,Brown,N,3,0,4,0,0,0,0,0,0,0,3,6,2,2,0,0,0
BROWNDA02,Damone,Brown,N,39,350,108,18,34,52,19,5,7,31,44,128,43,27,18,14,4
BROWNDE01,Dee,Brown,N,608,16843,6758,327,1229,1556,2223,792,190,920,1271,5823,2540,1300,1073,1697,605
BROWNDE02,Devin,Brown,N,135,1958,758,83,241,324,132,58,17,100,158,640,270,212,169,136,49
BROWNER01,Ernest,Brown,N,3,21,3,0,6,6,0,0,1,3,4,6,1,4,1,0,0
BROWNFR01,Fred,Brown,N,963,24422,14018,681,1601,2637,3160,1149,166,840,1937,12568,6006,2211,1896,295,110
BROWNGE01,George,Brown,N,1,6,1,0,0,1,0,0,0,0,1,2,0,2,1,0,0
BROWNGE02,Gerald,Brown,N,33,236,80,5,17,22,31,5,1,22,21,89,33,14,11,10,3
BROWNHA01,Harold,Brown,N,54,0,264,0,0,0,39,0,0,0,122,383,95,117,74,0,0
BROWNJI01,Jim,Browne,N,35,0,50,0,0,0,8,0,0,0,20,50,18,29,14,0,0
BROWNJO01,John,Brown,N,486,10108,3614,824,1302,2126,703,250,76,234,1449,2979,1348,1172,918,0,0
BROWNKE01,Kedrick,Brown,N,143,1934,509,88,259,347,103,85,28,64,170,501,203,89,57,168,46
BROWNKW01,Kwame,Brown,N,253,5735,1948,396,984,1380,252,157,173,360,520,1571,715,779,517,6,1
BROWNLA01,Larry,Brown,A,376,11309,4229,0,0,1005,2509,0,0,903,1059,3357,1384,1737,1413,209,48
BROWNLE01,Leon,Brown,N,5,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
BROWNLE02,Lewis,Brown,N,2,5,2,1,1,2,0,0,0,1,2,3,0,5,2,0,0
BROWNMA01,Marcus,Brown,N,27,229,92,7,15,22,23,8,2,16,34,84,32,21,15,39,13
BROWNMI01,Mike,Brown,N,626,10961,3130,934,1828,2762,424,253,170,643,1372,2476,1126,1271,877,8,1
BROWNMY01,Myron,Brown,F,4,23,9,0,3,3,6,1,0,4,2,6,4,0,0,3,1
BROWNPJ01,P.j.,Brown,N,924,29775,8718,2471,4971,7442,1513,837,1006,1157,2786,7323,3399,2412,1912,56,8
BROWNRA01,Randy,Brown,N,655,11533,3148,326,847,1173,1420,722,156,725,1263,3055,1275,831,574,120,24
BROWNRA02,Raymond,Brown,N,16,56,16,10,5,15,4,0,0,6,11,28,8,2,0,0,0
BROWNRI01,Rickey,Brown,N,340,4487,1482,422,778,1200,119,95,114,301,796,1322,614,381,254,3,0
BROWNRO01,Rogera,Brown,A,605,21454,10498,0,562,3758,2315,103,81,1033,1929,8227,3860,3116,2466,971,312
BROWNRO02,Roger,Brown,A,162,1860,450,0,427,605,93,31,84,143,312,450,185,131,78,2,2
BROWNRO02,Roger,Brown,N,77,818,135,80,150,230,25,21,46,0,149,131,51,47,33,0,0
BROWNST01,Stan,Brown,N,34,141,104,0,0,17,10,0,0,0,48,134,41,37,22,0,0
BROWNTI01,Tierre,Brown,N,134,1654,527,33,133,166,266,64,4,143,95,526,202,121,93,85,30
BROWNTO01,Tony,Brown,N,360,6006,2163,352,414,766,563,234,40,392,751,1969,860,566,407,139,36
BRUNDST01,Stanley,Brundy,N,16,128,37,15,11,26,3,6,5,6,24,30,15,18,7,0,0
BRUNKBR01,Brian,Brunkhorst,A,3,56,25,0,0,13,3,0,0,5,8,11,6,17,13,0,0
BRUNSGE01,George,Bruns,A,13,236,86,0,0,8,36,0,0,20,26,66,31,27,22,4,2
BRUNSRI01,Rick,Brunson,N,310,4286,1036,71,354,425,841,193,20,334,340,996,376,271,189,264,95
BRYANEM01,Emmette,Bryant,N,566,11451,3722,0,0,1593,1700,0,0,0,1729,3665,1501,1043,720,0,0
BRYANJO01,Joe,Bryant,N,606,12845,5252,825,1616,2441,1049,519,201,935,1635,4648,2093,1404,1043,115,23
BRYANKO01,Kobe,Bryant,N,627,21964,14034,725,2484,3209,2788,912,400,1780,1674,10830,4890,4374,3635,1861,619
BRYANMA01,Mark,Bryant,N,797,13480,4313,1095,1897,2992,491,330,196,661,2018,3481,1739,1196,834,12,1
BRYANWA01,Wallace,Bryant,N,102,1395,323,128,246,374,112,35,40,71,196,329,134,96,55,0,0
BRYNTO01,Torgeir,Bryn,N,3,10,4,0,2,2,0,2,1,1,5,2,0,6,4,0,0
BUCCIGE01,George,Bucci,A,33,237,128,0,37,37,15,12,3,22,19,124,50,41,28,4,0
BUCKHJO01,Joe,Buckhalter,N,65,740,375,0,0,265,43,0,0,0,124,339,153,110,69,0,0
BUCKNCL01,Cleveland,Buckner,N,68,723,411,0,0,240,44,0,0,0,120,377,163,137,85,0,0
BUCKNGR01,Greg,Buckner,N,327,6366,1803,293,738,1031,426,270,74,235,839,1499,710,391,290,269,93
BUCKNQU01,Quinn,Buckner,N,719,16245,5929,598,1371,1969,3114,1337,80,1382,2097,5527,2546,1264,830,38,7
BUCKNST01,Steve,Bucknall,N,18,75,23,5,2,7,10,2,1,11,10,33,9,6,5,1,0
BUDDDA01,Dave,Budd,N,353,6389,2505,0,0,1623,337,0,0,0,814,2092,962,852,581,0,0
BUDKOWA01,Walter,Budko,N,253,1126,2037,0,0,684,471,0,0,0,859,2000,684,884,669,0,0
BUECHJU01,Jud,Buechler,N,720,8446,2385,415,851,1266,560,314,143,297,732,2221,961,316,200,718,263
BUFORRO01,Rodney,Buford,N,230,4184,1472,74,524,598,179,115,31,140,332,1530,630,182,138,247,74
BULLAMA01,Matt,Bullard,N,615,8884,3270,275,948,1223,535,186,119,319,775,2907,1215,314,241,1561,599
BUNCELA01,Larry,Bunce,A,129,3070,1142,0,0,821,94,0,0,192,317,919,386,517,370,1,0
BUNCHGR01,Greg,Bunch,N,12,97,28,9,8,17,4,3,3,5,10,26,9,12,10,0,0
BUNTDI01,Dick,Bunt,N,26,271,92,0,0,28,17,0,0,0,40,107,29,48,34,0,0
BUNTIBI01,Bill,Bunting,A,145,1939,623,0,0,417,95,0,0,5,274,508,214,247,195,1,0
BUNTIBI02,Bill,Buntin,N,42,713,324,0,0,252,36,0,0,0,119,299,118,143,88,0,0
BURDELU01,Luther,Burden,A,71,2181,1413,0,202,202,131,103,9,181,188,1247,561,369,283,36,8
BURDELU01,Luther,Burden,N,63,623,349,26,40,66,63,48,1,0,89,354,149,85,51,0,0
BURKEPA01,Pat,Burke,N,62,783,267,57,89,146,23,19,25,47,99,296,113,58,40,7,1
BURKMRO01,Roger,Burkman,N,6,30,5,2,4,6,5,6,2,3,6,4,0,6,5,1,0
BURKSAN01,Antonio,Burks,N,24,219,73,1,11,12,28,13,1,12,25,60,28,19,14,11,3
BURLETO01,Tom,Burleson,N,446,9425,4190,918,1876,2794,601,312,591,236,1317,3526,1568,1452,1054,3,0
BURMAJA01,Jack,Burmaster,N,61,0,598,0,0,0,179,0,0,0,237,711,237,182,124,0,0
BURNSDA01,David,Burns,N,9,87,23,1,4,5,15,3,0,13,17,16,7,15,9,0,0
BURNSEV01,Evers,Burns,N,23,143,56,13,17,30,9,6,3,7,33,55,22,23,12,0,0
BURNSJI01,Jim,Burns,A,36,403,159,0,0,62,25,0,1,42,52,144,54,89,51,2,0
BURRESC01,Scott,Burrell,N,383,7592,2647,395,937,1332,527,341,181,337,865,2321,971,506,366,909,339
BURRIAR01,Art,Burris,N,74,514,187,0,0,205,54,0,0,0,100,269,70,75,47,0,0
BURROBO01,Bob,Burrow,N,81,1199,459,0,0,357,47,0,0,0,180,436,159,244,141,0,0
BURROJU01,Junior,Burrough,N,61,495,189,45,64,109,15,15,10,40,74,170,64,93,61,0,0
BURTOED01,Ed,Burton,N,15,70,33,0,0,18,3,0,0,0,16,34,14,11,5,0,0
BURTOWI01,Willie,Burton,N,316,6666,3243,326,606,932,393,191,121,517,846,2569,1090,1174,923,406,140
BURTTST01,Steve,Burtt,N,101,1121,584,28,64,92,123,49,13,110,195,512,218,210,146,14,2
BUSEDO01,Don,Buse,A,318,9110,2405,0,848,1058,1505,658,66,395,595,2174,949,458,356,462,151
BUSEDO01,Don,Buse,N,648,17070,4485,373,1134,1507,2920,1160,97,601,967,4139,1829,844,658,507,169
BUSTIDA01,Dave,Bustion,A,47,355,158,0,0,101,21,0,0,54,82,133,58,59,42,0,0
BUTCHDO01,Donnie,Butcher,N,279,5085,1696,0,0,821,585,0,0,0,699,1535,610,757,476,0,0
BUTLEAL01,Al,Butler,N,234,5055,2282,0,0,696,530,0,0,0,493,2119,930,571,422,0,0
BUTLECA01,Caron,Butler,N,223,7634,3019,373,800,1173,485,322,67,408,605,2654,1110,870,717,274,82
BUTLEGR01,Greg,Butler,N,55,210,76,20,33,53,4,1,2,24,45,79,28,28,20,3,0
BUTLEJA01,Jackie,Butler,N,3,5,10,0,0,0,0,1,0,1,0,4,4,2,2,0,0
BUTLEMI01,Mitchell,Butler,N,362,5464,1868,241,476,717,342,214,53,353,576,1613,707,576,359,313,95
BUTLEMI02,Mike,Butler,A,245,4554,2158,0,0,375,504,0,0,125,483,2010,790,469,406,596,172
BUTLERA01,Rasual,Butler,N,182,3392,1264,48,350,398,178,49,85,142,281,1231,489,173,129,432,157
BYRDWA01,Walt,Byrd,A,22,109,33,0,0,25,6,0,0,0,22,43,14,17,5,1,0
BYRNEMA01,Marty,Byrnes,N,263,4254,1495,248,338,586,409,102,34,275,418,1264,585,421,310,46,15
BYRNETO01,Tommy,Byrnes,N,265,0,1712,0,0,72,311,0,0,0,392,2190,655,620,402,0,0
BYTZUMI01,Mike,Bytzura,N,60,0,210,0,0,0,31,0,0,0,108,356,87,72,36,0,0
CABARZA01,Zarko,Cabarkapa,N,89,1045,441,61,140,201,65,20,18,84,134,374,167,118,88,68,19
CABLEBA01,Barney,Cable,N,362,6814,2372,0,0,1888,380,0,0,0,882,2409,1012,523,348,0,0
CAFFEJA01,Jason,Caffey,N,462,9045,3368,831,1191,2022,402,209,110,647,1148,2652,1276,1282,816,8,0
CAGEMI01,Michael,Cage,N,1140,29716,8278,3227,5419,8646,1057,1050,725,1161,2581,6445,3317,2476,1644,25,0
CALABGE01,Gerry,Calabrese,N,104,937,492,0,0,149,148,0,0,0,187,514,179,191,134,0,0
CALDWAD01,Adrian,Caldwell,N,197,1603,390,180,316,496,33,56,41,126,270,338,164,137,62,3,0
CALDWJI01,Jim,Caldwell,A,137,3085,968,0,0,1052,278,0,1,218,445,917,390,295,186,15,2
CALDWJO01,Joe,Caldwell,A,314,11387,5492,0,523,1750,1390,385,45,726,1030,4921,2337,1609,800,80,18
CALDWJO01,Joe,Caldwell,N,468,13874,7127,0,0,2367,1257,0,0,0,1298,6444,2958,1909,1211,0,0
CALHOBI01,Bill,Calhoun,N,442,8221,3440,0,0,1292,1036,0,0,0,836,3431,1171,1565,1098,0,0
CALHOCO01,Corky,Calhoun,N,542,10901,2896,525,1099,1962,601,293,132,121,1322,2609,1200,634,496,0,0
CALIPDE01,Demetrius,Calip,N,7,58,11,1,4,5,12,1,0,5,8,18,4,3,2,5,1
CALLATO01,Tom,Callahan,N,13,0,17,0,0,0,4,0,0,0,9,29,6,12,5,0,0
CALLORI01,Rick,Calloway,N,64,678,205,25,53,78,61,22,7,51,98,192,75,79,55,2,0
CALVEER01,Ernie,Calverley,N,165,0,1961,0,0,0,572,0,0,0,542,2633,767,604,427,0,0
