ilkid,year,firstname,lastname,team,leag,gp,minutes,pts,dreb,oreb,reb,asts,stl,blk,turnover,pf,fga,fgm,fta,ftm,tpa,tpm
HOLLAJO01 ,1951,Joe,Holland,INI,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOLZMRE01 ,1951,Red,Holzman,ROC,N,6,65,7,0,0,6,2,0,0,0,3,15,3,6,1,0,0
JOHNSAR01 ,1951,Arnie,Johnson,ROC,N,6,166,39,0,0,31,24,0,0,0,27,27,8,32,23,0,0
JOHNSNE02 ,1951,Neil,Johnston,PH1,N,3,32,16,0,0,10,1,0,0,0,8,10,5,8,6,0,0
JONESWA02 ,1951,Wallace,Jones,INI,N,1,8,2,0,0,0,0,0,0,0,2,3,1,0,0,0,0
JORGENO01 ,1951,Noble,Jorgensen,SYR,N,7,150,61,0,0,27,5,0,0,0,30,52,19,31,23,0,0
KAFTAGE01 ,1951,George,Kaftan,NYK,N,13,232,80,0,0,30,22,0,0,0,41,66,26,42,28,0,0
KERRIJA01 ,1951,Jack,Kerris,FTW,N,2,63,25,0,0,18,9,0,0,0,11,20,7,20,11,0,0
KILEYJA01 ,1951,Jack,Kiley,FTW,N,1,2,2,0,0,0,1,0,0,0,0,3,1,0,0,0,0
KINGGE01  ,1951,George,King,SYR,N,6,207,57,0,0,29,21,0,0,0,17,54,19,28,19,0,0
LAVOYBO01 ,1951,Bob,Lavoy,INI,N,2,78,24,0,0,20,4,0,0,0,8,27,9,8,6,0,0
LOFGRDO01 ,1951,Don,Lofgran,INI,N,2,10,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
LUMPPRA01 ,1951,Ray,Lumpp,NYK,N,12,194,49,0,0,19,15,0,0,0,35,53,13,25,23,0,0
MACAUED01 ,1951,Ed,Macauley,BOS,N,3,129,70,0,0,33,11,0,0,0,11,49,27,19,16,0,0
MAHNKJO01 ,1951,John,Mahnken,BOS,N,3,50,7,0,0,10,3,0,0,0,11,7,2,6,3,0,0
MCGUIDI01 ,1951,Dick,Mcguire,NYK,N,14,546,145,0,0,71,90,0,0,0,46,107,48,86,49,0,0
MCKINHO01 ,1951,Horace,Mckinney,BOS,N,3,20,4,0,0,6,2,0,0,0,9,9,2,0,0,0,0
MIKANED01 ,1951,Ed,Mikan,PH1,N,3,74,20,0,0,20,2,0,0,0,15,22,7,7,6,0,0
MIKANGE01 ,1951,George,Mikan,MIE,N,13,553,307,0,0,207,36,0,0,0,63,261,99,138,109,0,0
MIKKEVE01 ,1951,Vern,Mikkelsen,MIE,N,13,495,173,0,0,110,20,0,0,0,66,139,60,64,53,0,0
OSTERWA01 ,1951,Wally,Osterkorn,SYR,N,7,249,74,0,0,57,20,0,0,0,32,67,23,47,28,0,0
PAYTOME01 ,1951,Mel,Payton,PH1,N,3,18,4,0,0,3,1,0,0,0,6,2,1,2,2,0,0
PHILLAN01 ,1951,Andy,Phillip,PH1,N,3,122,35,0,0,14,22,0,0,0,16,19,8,24,19,0,0
POLLAJI01 ,1951,Jim,Pollard,MIE,N,11,469,177,0,0,71,33,0,0,0,34,173,70,50,37,0,0
RAGELRA01 ,1951,Ray,Ragelis,ROC,N,3,7,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
RATKOGE01 ,1951,George,Ratkovicz,SYR,N,6,59,18,0,0,22,3,0,0,0,16,15,5,20,8,0,0
RISENAR01 ,1951,Arnie,Risen,ROC,N,6,229,94,0,0,75,9,0,0,0,24,81,33,40,28,0,0
ROCHARE01 ,1951,Red,Rocha,SYR,N,7,276,119,0,0,48,10,0,0,0,36,95,41,51,37,0,0
SAULFR01  ,1951,Frank,Saul,MIE,N,13,530,147,0,0,36,45,0,0,0,42,121,56,48,35,0,0
SCHAUFR01 ,1951,Fred,Schaus,FTW,N,2,90,31,0,0,15,14,0,0,0,9,35,12,8,7,0,0
SCHAYDO01 ,1951,Dolph,Schayes,SYR,N,7,248,142,0,0,90,15,0,0,0,34,91,41,78,60,0,0
SCHULHO01 ,1951,Howie,Schultz,MIE,N,12,99,18,0,0,19,5,0,0,0,18,18,6,10,6,0,0
SENESGE01 ,1951,George,Senesky,PH1,N,3,120,43,0,0,12,11,0,0,0,9,33,18,11,7,0,0
SEYMOPA01 ,1951,Paul,Seymour,SYR,N,7,270,85,0,0,26,25,0,0,0,33,60,25,43,35,0,0
SHARECH01 ,1951,Charlie,Share,FTW,N,2,35,19,0,0,10,3,0,0,0,8,11,8,5,3,0,0
SHARMBI01 ,1951,Bill,Sharman,BOS,N,1,27,15,0,0,3,7,0,0,0,4,12,7,1,1,0,0
SIMMOCO01 ,1951,Connie,Simmons,NYK,N,14,427,222,0,0,108,12,0,0,0,55,166,77,89,68,0,0
SPEAROD01 ,1951,Odie,Spears,ROC,N,6,123,29,0,0,21,9,0,0,0,18,33,10,16,9,0,0
TOSHEBI01 ,1951,Bill,Tosheff,INI,N,2,68,7,0,0,6,7,0,0,0,9,18,2,3,3,0,0
VANDEER01 ,1951,Ernie,Vandeweghe,NYK,N,14,414,151,0,0,69,27,0,0,0,58,118,51,60,49,0,0
WALTHPA01 ,1951,Paul,Walther,INI,N,2,85,32,0,0,7,6,0,0,0,8,16,8,18,16,0,0
WANZEBO01 ,1951,Bobby,Wanzer,ROC,N,6,249,113,0,0,38,19,0,0,0,23,77,33,49,47,0,0
ZASLOMA01 ,1951,Max,Zaslofsky,NYK,N,14,506,227,0,0,44,23,0,0,0,51,185,69,110,89,0,0
BAECHJI01 ,1952,Jim,Baechtold,BA1,N,2,86,38,0,0,8,11,0,0,0,9,30,16,11,6,0,0
BARNHLE01 ,1952,Leo,Barnhorst,INI,N,2,79,30,0,0,22,5,0,0,0,10,33,12,9,6,0,0
BORYLVI01 ,1952,Vince,Boryla,NYK,N,11,397,117,0,0,35,20,0,0,0,35,116,44,34,29,0,0
BOVENDO01 ,1952,Don,Boven,FTW,N,8,111,23,0,0,16,2,0,0,0,22,28,7,16,9,0,0
BRANNBO01 ,1952,Bob,Brannum,BOS,N,6,83,31,0,0,21,10,0,0,0,23,23,12,11,7,0,0
BRAUNCA01 ,1952,Carl,Braun,NYK,N,11,374,148,0,0,44,31,0,0,0,46,145,47,67,54,0,0
BRIANFR01 ,1952,Frank,Brian,FTW,N,8,146,45,0,0,9,11,0,0,0,23,42,13,25,19,0,0
BUNTDI01  ,1952,Dick,Bunt,BA1,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CERVIAL01 ,1952,Al,Cervi,SYR,N,2,28,18,0,0,0,1,0,0,0,12,5,3,15,12,0,0
CHRISCA01 ,1952,Cal,Christensen,ROC,N,2,13,3,0,0,4,1,0,0,0,5,3,0,4,3,0,0
COLEMJA01 ,1952,Jack,Coleman,ROC,N,3,110,22,0,0,40,7,0,0,0,13,24,7,10,8,0,0
COOPECH01 ,1952,Chuck,Cooper,BOS,N,6,195,60,0,0,39,14,0,0,0,27,48,19,27,22,0,0
COUSYBO01 ,1952,Bob,Cousy,BOS,N,6,270,153,0,0,25,37,0,0,0,21,120,46,73,61,0,0
DAVIEBO01 ,1952,Bob,Davies,ROC,N,3,91,26,0,0,4,14,0,0,0,11,29,6,20,14,0,0
DONHABO01 ,1952,Bob,Donham,BOS,N,6,138,33,0,0,21,13,0,0,0,24,38,11,27,11,0,0
EDDLETH01 ,1952,Thomas,Eddleman,FTW,N,7,63,22,0,0,5,2,0,0,0,19,23,9,15,4,0,0
FENDLJA01 ,1952,Jake,Fendley,FTW,N,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FLEISJE01 ,1952,Jerry,Fleishman,NYK,N,2,26,10,0,0,5,7,0,0,0,7,3,2,13,6,0,0
FOUSTLA01 ,1952,Larry,Foust,FTW,N,8,332,153,0,0,111,6,0,0,0,34,121,48,68,57,0,0
GABORBI01 ,1952,Billy,Gabor,SYR,N,2,28,18,0,0,3,2,0,0,0,12,12,5,13,8,0,0
GALLAHA01 ,1952,Harry,Gallatin,NYK,N,11,303,116,0,0,120,15,0,0,0,29,86,36,59,44,0,0
GRABOJO01 ,1952,Joe,Graboski,INI,N,2,76,34,0,0,16,0,0,0,0,5,28,14,8,6,0,0
HANNUAL01 ,1952,Alex,Hannum,ROC,N,3,52,11,0,0,4,2,0,0,0,16,10,4,8,3,0,0
HARRIBO01 ,1952,Bob,Harris,BOS,N,6,193,50,0,0,56,12,0,0,0,28,35,16,24,18,0,0
HARRIBO01 ,1952,Bob,Harris,MIE,N,12,204,60,0,0,22,14,0,0,0,32,65,25,20,10,0,0
HENRIDO01 ,1952,Don,Henriksen,BA1,N,2,94,25,0,0,24,8,0,0,0,11,15,10,9,5,0,0
HITCHLE01 ,1952,Lew,Hitch,MIE,N,12,189,49,0,0,64,11,0,0,0,32,46,16,32,17,0,0
HOFFMPA01 ,1952,Paul,Hoffman,BA1,N,2,81,17,0,0,7,11,0,0,0,10,28,5,12,7,0,0
HOLSTJI01 ,1952,Jim,Holstein,MIE,N,12,192,52,0,0,30,11,0,0,0,30,42,20,23,12,0,0
HOLZMRE01 ,1952,Red,Holzman,ROC,N,2,14,3,0,0,1,1,0,0,0,4,5,1,4,1,0,0
JORGENO01 ,1952,Noble,Jorgensen,SYR,N,2,44,14,0,0,10,3,0,0,0,11,9,5,6,4,0,0
KERRIJA01 ,1952,Jack,Kerris,BA1,N,2,31,7,0,0,2,0,0,0,0,4,10,2,3,3,0,0
KINGGE01  ,1952,George,King,SYR,N,2,67,22,0,0,5,9,0,0,0,12,13,6,12,10,0,0
LAVOYBO01 ,1952,Bob,Lavoy,INI,N,2,47,10,0,0,10,2,0,0,0,10,16,4,5,2,0,0
LLOYDEA01 ,1952,Earl,Lloyd,SYR,N,2,73,15,0,0,9,5,0,0,0,10,17,4,10,7,0,0
LOCHMBO01 ,1952,Bob,Lochmueller,SYR,N,2,21,5,0,0,5,2,0,0,0,12,10,2,4,1,0,0
LUMPPRA01 ,1952,Ray,Lumpp,BA1,N,2,75,21,0,0,8,5,0,0,0,8,33,7,10,7,0,0
MACAUED01 ,1952,Ed,Macauley,BOS,N,6,278,101,0,0,58,21,0,0,0,23,71,31,54,39,0,0
MAHNKJO01 ,1952,John,Mahnken,BOS,N,6,72,5,0,0,19,6,0,0,0,16,10,0,5,5,0,0
MAHONFR01 ,1952,Francis,Mahoney,BOS,N,4,45,9,0,0,7,2,0,0,0,14,14,3,5,3,0,0
MCGUIDI01 ,1952,Dick,Mcguire,NYK,N,11,360,83,0,0,63,70,0,0,0,25,59,24,55,35,0,0
MCMAHJA01 ,1952,Jack,Mcmahon,ROC,N,3,66,26,0,0,5,6,0,0,0,14,20,8,14,10,0,0
MEINEDO01 ,1952,Don,Meineke,FTW,N,8,227,60,0,0,26,10,0,0,0,37,40,15,44,30,0,0
MIKANED01 ,1952,Ed,Mikan,INI,N,2,32,7,0,0,7,0,0,0,0,1,10,2,3,3,0,0
MIKANGE01 ,1952,George,Mikan,MIE,N,12,463,238,0,0,185,23,0,0,0,56,213,78,112,82,0,0
MIKKEVE01 ,1952,Vern,Mikkelsen,MIE,N,12,400,144,0,0,104,24,0,0,0,59,133,44,66,56,0,0
MILLEED01 ,1952,Eddie,Miller,BA1,N,2,93,33,0,0,36,5,0,0,0,9,34,13,16,7,0,0
OSTERWA01 ,1952,Wally,Osterkorn,SYR,N,2,42,9,0,0,4,2,0,0,0,11,9,4,3,1,0,0
PAYTOME01 ,1952,Mel,Payton,INI,N,2,36,21,0,0,6,0,0,0,0,7,17,7,8,7,0,0
PHILLAN01 ,1952,Andy,Phillip,FTW,N,8,329,82,0,0,32,30,0,0,0,23,71,24,51,34,0,0
POLLAJI01 ,1952,Jim,Pollard,MIE,N,12,455,172,0,0,86,49,0,0,0,37,167,62,62,48,0,0
PRIDDBO01 ,1952,Bob,Priddy,BA1,N,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
RAIKESH01 ,1952,Sherwin,Raiken,NYK,N,4,19,8,0,0,1,2,0,0,0,3,5,4,1,0,0,0
RHODEGE01 ,1952,Gene,Rhodes,INI,N,2,51,9,0,0,7,5,0,0,0,5,14,4,4,1,0,0
RISENAR01 ,1952,Arnie,Risen,ROC,N,3,109,39,0,0,35,2,0,0,0,16,38,11,24,17,0,0
ROCHARE01 ,1952,Red,Rocha,SYR,N,2,107,31,0,0,17,7,0,0,0,11,26,10,14,11,0,0
ROLLIKE01 ,1952,Kenny,Rollins,BOS,N,6,65,20,0,0,8,7,0,0,0,14,15,6,8,8,0,0
SAULFR01  ,1952,Frank,Saul,MIE,N,12,297,86,0,0,28,18,0,0,0,40,74,31,33,24,0,0
SCHAUFR01 ,1952,Fred,Schaus,FTW,N,8,244,71,0,0,42,12,0,0,0,40,60,18,46,35,0,0
SCHAYDO01 ,1952,Dolph,Schayes,SYR,N,2,58,18,0,0,17,1,0,0,0,7,16,4,13,10,0,0
SCHNIDI01 ,1952,Dick,Schnittker,MIE,N,7,29,9,0,0,4,0,0,0,0,8,8,1,11,7,0,0
SCOLAFR01 ,1952,Freddie,Scolari,FTW,N,8,268,107,0,0,25,21,0,0,0,31,90,29,61,49,0,0
SEYMOPA01 ,1952,Paul,Seymour,SYR,N,2,112,36,0,0,10,8,0,0,0,11,24,9,19,18,0,0
SHARECH01 ,1952,Charlie,Share,FTW,N,8,198,48,0,0,52,12,0,0,0,45,27,11,39,26,0,0
SHARMBI01 ,1952,Bill,Sharman,BOS,N,6,201,70,0,0,15,15,0,0,0,26,60,20,32,30,0,0
SIMMOCO01 ,1952,Connie,Simmons,NYK,N,11,341,145,0,0,82,25,0,0,0,48,128,47,70,51,0,0
SKOOGWH01 ,1952,Whitey,Skoog,MIE,N,11,198,64,0,0,23,13,0,0,0,29,56,24,20,16,0,0
SPEAROD01 ,1952,Odie,Spears,ROC,N,3,62,20,0,0,12,0,0,0,0,12,19,8,5,4,0,0
SURHODI01 ,1952,Dick,Surhoff,NYK,N,4,13,4,0,0,2,2,0,0,0,2,4,2,0,0,0,0
TOSHEBI01 ,1952,Bill,Tosheff,INI,N,2,66,9,0,0,5,4,0,0,0,5,16,1,7,7,0,0
VANDEER01 ,1952,Ernie,Vandeweghe,NYK,N,11,340,144,0,0,64,27,0,0,0,50,112,49,61,46,0,0
WALTHPA01 ,1952,Paul,Walther,INI,N,2,75,26,0,0,8,4,0,0,0,8,20,5,17,16,0,0
WANZEBO01 ,1952,Bobby,Wanzer,ROC,N,3,116,51,0,0,21,9,0,0,0,13,37,14,27,23,0,0
ZAWOLRO01 ,1952,Robert,Zawoluk,INI,N,2,18,2,0,0,2,0,0,0,0,5,6,1,2,0,0,0
BAECHJI01 ,1953,Jim,Baechtold,NYK,N,4,106,35,0,0,10,11,0,0,0,19,29,12,13,11,0,0
BARKSDO01 ,1953,Don,Barksdale,BOS,N,6,106,30,0,0,27,7,0,0,0,23,36,11,11,8,0,0
BARNHLE01 ,1953,Leo,Barnhorst,FTW,N,4,60,23,0,0,5,6,0,0,0,10,19,10,5,3,0,0
BARREER01 ,1953,Ernie,Barrett,BOS,N,6,63,8,0,0,6,4,0,0,0,14,20,3,2,2,0,0
BORYLVI01 ,1953,Vince,Boryla,NYK,N,3,66,27,0,0,2,1,0,0,0,12,14,8,13,11,0,0
BRANNBO01 ,1953,Bob,Brannum,BOS,N,6,136,28,0,0,45,10,0,0,0,29,38,11,11,6,0,0
BRAUNCA01 ,1953,Carl,Braun,NYK,N,4,125,71,0,0,12,9,0,0,0,22,52,18,40,35,0,0
BRIANFR01 ,1953,Frank,Brian,FTW,N,4,106,41,0,0,12,10,0,0,0,7,36,15,16,11,0,0
CHRISCA01 ,1953,Cal,Christensen,ROC,N,6,137,32,0,0,35,15,0,0,0,16,28,10,22,12,0,0
COLEMJA01 ,1953,Jack,Coleman,ROC,N,6,238,70,0,0,74,12,0,0,0,17,54,27,18,16,0,0
COOPECH01 ,1953,Chuck,Cooper,BOS,N,6,108,24,0,0,31,4,0,0,0,21,16,8,11,8,0,0
COUSYBO01 ,1953,Bob,Cousy,BOS,N,6,260,126,0,0,32,38,0,0,0,20,116,33,75,60,0,0
DAVIEBO01 ,1953,Bob,Davies,ROC,N,6,172,51,0,0,12,14,0,0,0,16,52,17,23,17,0,0
DONHABO01 ,1953,Bob,Donham,BOS,N,6,98,20,0,0,12,6,0,0,0,32,15,7,19,6,0,0
FOUSTLA01 ,1953,Larry,Foust,FTW,N,4,129,41,0,0,38,7,0,0,0,21,41,11,25,19,0,0
GABORBI01 ,1953,Billy,Gabor,SYR,N,10,196,76,0,0,28,19,0,0,0,36,83,24,40,28,0,0
GALLAHA01 ,1953,Harry,Gallatin,NYK,N,4,151,54,0,0,61,6,0,0,0,12,35,16,31,22,0,0
HANNUAL01 ,1953,Alex,Hannum,ROC,N,6,107,39,0,0,22,5,0,0,0,28,29,12,24,15,0,0
HARRIBO01 ,1953,Bob,Harris,BOS,N,6,150,48,0,0,35,3,0,0,0,25,25,16,23,16,0,0
HOLSTJI01 ,1953,Jim,Holstein,MIE,N,13,188,46,0,0,35,11,0,0,0,28,49,15,23,16,0,0
HUTCHME01 ,1953,Mel,Hutchins,FTW,N,4,162,42,0,0,37,6,0,0,0,18,46,15,17,12,0,0
KENVIBI01 ,1953,Bill,Kenville,SYR,N,13,374,116,0,0,48,25,0,0,0,46,74,36,62,44,0,0
KINGGE01  ,1953,George,King,SYR,N,10,286,88,0,0,22,21,0,0,0,30,62,25,63,38,0,0
LAVOYBO01 ,1953,Bob,Lavoy,SYR,N,13,358,118,0,0,85,20,0,0,0,50,95,37,55,44,0,0
LLOYDEA01 ,1953,Earl,Lloyd,SYR,N,10,260,67,0,0,57,20,0,0,0,34,73,25,26,17,0,0
LOVELCL01 ,1953,Clyde,Lovellette,MIE,N,13,265,136,0,0,126,7,0,0,0,37,120,54,58,28,0,0
MACAUED01 ,1953,Ed,Macauley,BOS,N,5,127,25,0,0,21,21,0,0,0,14,22,8,13,9,0,0
MASINAL01 ,1953,Al,Masino,SYR,N,13,96,21,0,0,6,7,0,0,0,23,20,7,15,7,0,0
MCGUIDI01 ,1953,Dick,Mcguire,NYK,N,4,68,11,0,0,4,5,0,0,0,12,16,4,5,3,0,0
MCMAHJA01 ,1953,Jack,Mcmahon,ROC,N,6,197,68,0,0,24,24,0,0,0,15,69,27,25,14,0,0
MEINEDO01 ,1953,Don,Meineke,FTW,N,4,87,19,0,0,15,6,0,0,0,11,23,6,11,7,0,0
MIKANGE01 ,1953,George,Mikan,MIE,N,13,424,252,0,0,171,25,0,0,0,56,190,87,96,78,0,0
MIKKEVE01 ,1953,Vern,Mikkelsen,MIE,N,13,375,133,0,0,73,17,0,0,0,52,111,51,36,31,0,0
MURRAKE01 ,1953,Ken,Murray,FTW,N,3,15,14,0,0,0,0,0,0,0,6,10,6,2,2,0,0
NICHOJA01 ,1953,Jack,Nichols,BOS,N,6,211,100,0,0,62,31,0,0,0,24,72,35,38,30,0,0
OSTERWA01 ,1953,Wally,Osterkorn,SYR,N,13,542,140,0,0,125,37,0,0,0,40,122,45,90,50,0,0
PHILLAN01 ,1953,Andy,Phillip,FTW,N,4,136,35,0,0,12,17,0,0,0,9,38,13,12,9,0,0
POLLAJI01 ,1953,Jim,Pollard,MIE,N,13,543,160,0,0,110,41,0,0,0,27,155,56,60,48,0,0
RISENAR01 ,1953,Arnie,Risen,ROC,N,6,200,89,0,0,54,4,0,0,0,25,67,28,44,33,0,0
SAULFR01  ,1953,Frank,Saul,MIE,N,13,227,61,0,0,27,14,0,0,0,27,51,18,34,25,0,0
SCHAUFR01 ,1953,Fred,Schaus,NYK,N,4,119,28,0,0,12,8,0,0,0,18,25,7,15,14,0,0
SCHAYDO01 ,1953,Dolph,Schayes,SYR,N,13,374,208,0,0,136,24,0,0,0,40,140,64,108,80,0,0
SCHNIDI01 ,1953,Dick,Schnittker,MIE,N,13,163,34,0,0,21,5,0,0,0,32,32,11,20,12,0,0
SCOLAFR01 ,1953,Freddie,Scolari,FTW,N,4,60,12,0,0,7,6,0,0,0,8,24,6,0,0,0,0
SEYMOPA01 ,1953,Paul,Seymour,SYR,N,13,559,194,0,0,34,60,0,0,0,39,143,59,94,76,0,0
SHARMBI01 ,1953,Bill,Sharman,BOS,N,6,206,113,0,0,25,10,0,0,0,29,81,35,50,43,0,0
SIMMOCO01 ,1953,Connie,Simmons,NYK,N,4,111,45,0,0,33,10,0,0,0,17,31,10,36,25,0,0
SKOOGWH01 ,1953,Whitey,Skoog,MIE,N,13,402,96,0,0,47,23,0,0,0,60,107,42,21,12,0,0
SPEAROD01 ,1953,Odie,Spears,ROC,N,6,121,28,0,0,13,8,0,0,0,17,28,8,14,12,0,0
SWANSNO01 ,1953,Norm,Swanson,ROC,N,6,23,8,0,0,5,0,0,0,0,5,7,3,3,2,0,0
WANZEBO01 ,1953,Bobby,Wanzer,ROC,N,6,245,96,0,0,35,26,0,0,0,18,74,30,44,36,0,0
YARDLGE01 ,1953,George,Yardley,FTW,N,4,107,42,0,0,24,3,0,0,0,10,33,16,12,10,0,0
ZASLOMA01 ,1953,Max,Zaslofsky,FTW,N,4,98,35,0,0,3,6,0,0,0,7,36,11,15,13,0,0
BAECHJI01 ,1954,Jim,Baechtold,NYK,N,3,115,48,0,0,14,14,0,0,0,13,45,17,15,14,0,0
BARKSDO01 ,1954,Don,Barksdale,BOS,N,7,122,54,0,0,35,10,0,0,0,17,40,18,21,18,0,0
BRANNBO01 ,1954,Bob,Brannum,BOS,N,7,225,63,0,0,79,13,0,0,0,32,61,26,19,11,0,0
BRAUNCA01 ,1954,Carl,Braun,NYK,N,3,103,54,0,0,14,16,0,0,0,11,44,18,20,18,0,0
BRIANFR01 ,1954,Frank,Brian,FTW,N,11,269,127,0,0,22,27,0,0,0,26,120,48,38,31,0,0
CARNEBO01 ,1954,Bob,Carney,MIE,N,7,41,10,0,0,5,3,0,0,0,7,8,1,9,8,0,0
CHRISCA01 ,1954,Cal,Christensen,ROC,N,3,30,7,0,0,6,0,0,0,0,1,8,2,6,3,0,0
COLEMJA01 ,1954,Jack,Coleman,ROC,N,3,91,24,0,0,28,8,0,0,0,11,36,11,9,2,0,0
COOKBE01  ,1954,Bert,Cook,NYK,N,1,20,8,0,0,0,2,0,0,0,3,6,4,2,0,0,0
COUSYBO01 ,1954,Bob,Cousy,BOS,N,7,299,152,0,0,43,65,0,0,0,26,139,53,48,46,0,0
DAVIEBO01 ,1954,Bob,Davies,ROC,N,3,75,25,0,0,6,9,0,0,0,11,33,11,4,3,0,0
FARLEDI01 ,1954,Dick,Farley,SYR,N,11,168,52,0,0,13,20,0,0,0,29,56,19,25,14,0,0
FELIXRA01 ,1954,Ray,Felix,NYK,N,3,63,17,0,0,12,1,0,0,0,6,16,2,21,13,0,0
FOUSTLA01 ,1954,Larry,Foust,FTW,N,11,331,172,0,0,107,26,0,0,0,43,152,60,73,52,0,0
GALLAHA01 ,1954,Harry,Gallatin,NYK,N,3,108,55,0,0,44,7,0,0,0,11,42,19,22,17,0,0
HENRIDO01 ,1954,Don,Henriksen,ROC,N,3,70,13,0,0,16,3,0,0,0,5,12,3,10,7,0,0
HITCHLE01 ,1954,Lew,Hitch,MIE,N,7,137,55,0,0,42,10,0,0,0,9,40,16,29,23,0,0
HOLSTJI01 ,1954,Jim,Holstein,MIE,N,7,117,40,0,0,30,6,0,0,0,8,38,16,9,8,0,0
HOUBRBO01 ,1954,Bob,Houbregs,FTW,N,11,213,77,0,0,62,19,0,0,0,31,63,24,37,29,0,0
HUTCHME01 ,1954,Mel,Hutchins,FTW,N,11,417,158,0,0,89,31,0,0,0,47,144,60,56,38,0,0
KALAFED01 ,1954,Ed,Kalafat,MIE,N,7,76,7,0,0,18,0,0,0,0,16,22,2,10,3,0,0
KENVIBI01 ,1954,Bill,Kenville,SYR,N,11,130,70,0,0,31,11,0,0,0,23,48,17,49,36,0,0
KINGGE01  ,1954,George,King,SYR,N,11,371,127,0,0,41,62,0,0,0,33,117,46,55,35,0,0
LLOYDEA01 ,1954,Earl,Lloyd,SYR,N,11,355,127,0,0,89,35,0,0,0,41,122,44,52,39,0,0
LOVELCL01 ,1954,Clyde,Lovellette,MIE,N,7,197,117,0,0,64,3,0,0,0,32,98,44,40,29,0,0
MACAUED01 ,1954,Ed,Macauley,BOS,N,7,283,127,0,0,52,32,0,0,0,21,93,43,54,41,0,0
MARSHTO01 ,1954,Tom,Marshall,ROC,N,3,50,9,0,0,17,2,0,0,0,1,20,3,5,3,0,0
MCGUIDI01 ,1954,Dick,Mcguire,NYK,N,3,75,20,0,0,9,12,0,0,0,7,19,6,12,8,0,0
MCMAHJA01 ,1954,Jack,Mcmahon,ROC,N,3,109,52,0,0,17,15,0,0,0,7,42,17,28,18,0,0
MEINEDO01 ,1954,Don,Meineke,FTW,N,11,162,59,0,0,48,9,0,0,0,22,40,18,25,23,0,0
MIKKEVE01 ,1954,Vern,Mikkelsen,MIE,N,7,209,96,0,0,78,13,0,0,0,36,85,30,46,36,0,0
MORRIDW01 ,1954,Dwight,Morrison,BOS,N,7,42,7,0,0,14,1,0,0,0,22,8,3,3,1,0,0
NICHOJA01 ,1954,Jack,Nichols,BOS,N,7,231,73,0,0,49,23,0,0,0,28,81,30,16,13,0,0
OSTERWA01 ,1954,Wally,Osterkorn,SYR,N,11,75,35,0,0,21,11,0,0,0,14,34,11,17,13,0,0
PALAZTO01 ,1954,Togo,Palazzi,BOS,N,5,30,29,0,0,14,1,0,0,0,7,24,12,10,5,0,0
PETERBO01 ,1954,Bob,Peterson,NYK,N,3,71,24,0,0,16,5,0,0,0,3,15,7,11,10,0,0
PHILLAN01 ,1954,Andy,Phillip,FTW,N,11,445,94,0,0,60,78,0,0,0,37,93,30,40,34,0,0
POLLAJI01 ,1954,Jim,Pollard,MIE,N,7,257,99,0,0,78,14,0,0,0,13,104,33,46,33,0,0
RAMSEFR01 ,1954,Frank,Ramsey,BOS,N,7,154,75,0,0,35,16,0,0,0,27,54,28,26,19,0,0
RISENAR01 ,1954,Arnie,Risen,ROC,N,3,77,48,0,0,37,5,0,0,0,13,38,17,19,14,0,0
ROCHARE01 ,1954,Red,Rocha,SYR,N,11,371,136,0,0,74,14,0,0,0,45,110,46,58,44,0,0
ROSENDI01 ,1954,Dick,Rosenthal,FTW,N,11,209,82,0,0,48,26,0,0,0,39,84,27,39,28,0,0
SCHAYDO01 ,1954,Dolph,Schayes,SYR,N,11,363,209,0,0,141,40,0,0,0,48,167,60,106,89,0,0
SCHNIDI01 ,1954,Dick,Schnittker,MIE,N,7,140,53,0,0,31,7,0,0,0,23,51,14,36,25,0,0
SCOLAFR01 ,1954,Freddie,Scolari,BOS,N,5,29,12,0,0,5,3,0,0,0,7,15,4,5,4,0,0
SEYMOPA01 ,1954,Paul,Seymour,SYR,N,11,410,137,0,0,43,75,0,0,0,21,149,46,50,45,0,0
SHARMBI01 ,1954,Bill,Sharman,BOS,N,7,290,145,0,0,38,38,0,0,0,24,110,55,38,35,0,0
SHUEGE01  ,1954,Gene,Shue,NYK,N,3,49,22,0,0,12,4,0,0,0,5,17,8,7,6,0,0
SKOOGWH01 ,1954,Whitey,Skoog,MIE,N,7,241,91,0,0,37,16,0,0,0,30,92,36,21,19,0,0
SPEAROD01 ,1954,Odie,Spears,ROC,N,3,90,35,0,0,14,10,0,0,0,14,45,12,16,11,0,0
SPOELAR01 ,1954,Art,Spoelstra,ROC,N,3,28,15,0,0,9,0,0,0,0,11,14,7,1,1,0,0
TUCKEJI01 ,1954,Jim,Tucker,SYR,N,9,59,24,0,0,15,1,0,0,0,13,27,8,9,8,0,0
TURNEJA01 ,1954,Jack,Turner,NYK,N,2,16,5,0,0,4,2,0,0,0,1,6,2,3,1,0,0
